title,authors,year,num_citations,cites_per_year,citation_string,journal,volume,issue,pages,publisher,url_related_articles,semantic_id,reference_count,influential_citation_count,is_open_access,open_access_pdf,publication_types,publication_date,abstract,semantic_url,tldr,first_author,first_author_affiliation,corresponding_author,corresponding_author_affiliation,journal_abbreviation,month,day,pubmed_id,DOI,is_journal_article,is_review,fund,keywords
Supporting Information An In Silico study of TiO2 nanoparticles interaction with twenty standard amino acids in aqueous solution,"Shengtang Liu, Xuan-Yu Meng, Jose M Perez-Aguilar, Ruhong Zhou",,0,{},,,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:mitQGRQCARMJ:scholar.google.com/,e3a5ff03ae3f32540bb0ac9607ef5a5641a069c3,59.0,0.0,True,https://www.nature.com/articles/srep37761.pdf,JournalArticle,2016-11-24,,https://www.semanticscholar.org/paper/e3a5ff03ae3f32540bb0ac9607ef5a5641a069c3,All-atom molecular dynamics simulations are performed to investigate the interactions between TiO2 NPs and the twenty standard amino acids in aqueous solution exploiting a newly developedTiO2 force field and found that charged amino acids play a dominant role during the process of binding to the TiO1 surface.,,,,,,,,,,,,,
An In Silico study of TiO2 nanoparticles interaction with twenty standard amino acids in aqueous solution,"Shengtang Liu, Xuan-Yu Meng, Jose Manuel Perez-Aguilar, Ruhong Zhou",2016.0,59,"{2017: 2, 2018: 6, 2019: 11, 2020: 9, 2021: 9, 2022: 9, 2023: 9, 2024: 4}","Scientific Reports 6 (1), 37761, 2016",Scientific Reports,6.0,1,37761,Nature Publishing Group UK,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:S2QhOt_840AJ:scholar.google.com/,e3a5ff03ae3f32540bb0ac9607ef5a5641a069c3,59.0,0.0,True,https://www.nature.com/articles/srep37761.pdf,JournalArticle,2016-11-24,,https://www.semanticscholar.org/paper/e3a5ff03ae3f32540bb0ac9607ef5a5641a069c3,All-atom molecular dynamics simulations are performed to investigate the interactions between TiO2 NPs and the twenty standard amino acids in aqueous solution exploiting a newly developedTiO2 force field and found that charged amino acids play a dominant role during the process of binding to the TiO1 surface.,,,,,,,,,,,,,
The molecular mechanism of opening the helix bundle crossing (HBC) gate of a Kir channel,"Xuan-Yu Meng, Shengtang Liu, Meng Cui, Ruhong Zhou, Diomedes E Logothetis",2016.0,29,"{2017: 3, 2018: 3, 2019: 2, 2020: 7, 2021: 5, 2022: 4, 2023: 2, 2024: 3}","Scientific Reports 6 (1), 29399, 2016",Scientific Reports,6.0,1,29399,Nature Publishing Group UK,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:pBVTJESUtKcJ:scholar.google.com/,47972aa3810ca9eec6fd280a345592a7ba5bdad5,40.0,2.0,True,,JournalArticle,2016-07-21,"Inwardly rectifying K(+) (Kir) channels, serving as natural molecular nanomachines, transport potassium ions across the plasma membrane of the cell. Along the ion permeation pathway, three relatively narrow regions (the selectivity filter (SF), the inner helix bundle crossing (HBC), and the cytosolic G loop) may serve as gates to control ion permeation. Our previous molecular dynamics simulations based on the crystal structure of a Kir3.1 chimera revealed the possible gating mechanism of the G loop gate. Here, we introduced a proline mutation in the inner helix and obtained a channel model of the open HBC gate. The open HBC gate reaches 0.6 nm in diameter, which allows partial hydrated K(+) ions to pass through. During the gating process, both the transmembrane helices TM1 and TM2 cooperatively rotate in a counterclockwise direction (viewed from the extracellular side) with the aid of the phospholipid PIP2. Only when all the transmembrane helices adopt a counterclockwise rotation, the HBC gate can be stabilized in the open state. We estimate that introduction of the proline mutation decreases the energy required to open the HBC gate by about 1.4 kcal/mol (ΔΔG).",https://www.semanticscholar.org/paper/47972aa3810ca9eec6fd280a345592a7ba5bdad5,"A proline mutation in the inner helix is introduced and a channel model of the open HBC gate is obtained, which indicates that only when all the transmembrane helices adopt a counterclockwise rotation, the HBC Gate can be stabilized in the open state.",XY. Meng,"Institute of Quantitative Biology and Medicine, SRMP and RAD-X, Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions, Soochow University, Suzhou 215123, China.",DE. Logothetis,"Department of Physiology and Biophysics, Virginia Commonwealth University, School of Medicine, Richmond, Virginia.",Sci Rep,7.0,21.0,27439597.0,10.1038/srep29399,True,False,set(),"Cell Membranemetabolism, Crystallography, X-Ray, Escherichia colimetabolism, G Protein-Coupled Inwardly-Rectifying Potassium Channelsmetabolism, Humans, Hydrophobic and Hydrophilic Interactions, Ions, Magnetospirillummetabolism, Molecular Dynamics Simulation, Motion, Mutation, Phospholipidschemistry, Potassiumchemistry, Principal Component Analysis, Protein Binding, Protein Domains, Rotation, Thermodynamics"
Opening lids: modulation of lipase immobilization by graphene oxides,"Motilal Mathesh, Binquan Luan, Taiwo O Akanbi, Jeffrey K Weber, Jingquan Liu, Colin J Barrow, Ruhong Zhou, Wenrong Yang",2016.0,155,"{2016: 1, 2017: 16, 2018: 18, 2019: 21, 2020: 26, 2021: 16, 2022: 23, 2023: 17, 2024: 17}","Acs Catalysis 6 (7), 4760-4768, 2016",Acs Catalysis,6.0,7,4760-4768,American Chemical Society,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:hYdXbUKREFYJ:scholar.google.com/,0f735a0fc375b72dacbc081bf526e6656dd2cc72,59.0,1.0,False,,,2016-06-22,"which can be immobilized and reused for many reaction cycles, are important enzymes with many industrial applications. A key challenge in lipase immobilization for catalysis is to open the lipase lid and maintain it in an open conformation in order to expose its active site. Here we have designed “tailor-made” graphene-based nanosupports for effective lipase (QLM) immobilization through molecular engineering, which is in general a grand challenge to control biophysicochemical interactions at the nano–bio interface. It was observed that increasing hydrophobic surface increased lipase activity due to opening of the helical lid present on lipase. The molecular mechanism of lid opening revealed in molecular dynamics simulations highlights the role of hydrophobic interactions at the interface. We demonstrated that the open and active form of lipase can be achieved and tuned with an optimized activity through chemical reduction of graphene oxide. This research is a major step toward designing nanomater...",https://www.semanticscholar.org/paper/0f735a0fc375b72dacbc081bf526e6656dd2cc72,"It is demonstrated that the open and active form of lipase can be achieved and tuned with an optimized activity through chemical reduction of graphene oxide, which is a major step toward designing nanomater...",,,,,,,,,,,,,
Polymeric prodrugs conjugated with reduction-sensitive dextran–camptothecin and pH-responsive dextran–doxorubicin: an effective combinatorial drug delivery platform for cancer therapy,"Dongling Cao, Jinlin He, Jiaying Xu, Mingzu Zhang, Lin Zhao, Guangxin Duan, Youwen Cao, Ruhong Zhou, Peihong Ni",2016.0,65,"{2016: 2, 2017: 11, 2018: 11, 2019: 7, 2020: 4, 2021: 6, 2022: 8, 2023: 7, 2024: 9}","Polymer Chemistry 7 (25), 4198-4212, 2016",Polymer Chemistry,7,25,4198-4212,Royal Society of Chemistry,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:dd6N6st0qF0J:scholar.google.com/,9384c2cf6e6fe1ec7ac9f8e342157a26d296c579,69.0,0.0,False,,,2016-06-21,"drugs in combinatory therapy can improve the treatment of cancer due to their efficient reduction of multidrug resistance (MDR) of tumor cells. In this paper, we first synthesized a reduction-sensitive dextran-ss-camptothecin (Dex-ss-CPT, or Dex-CPT) prodrug conjugated by a disulfide bond, and a pH-responsive dextran-hyd-doxorubicin (Dex-hyd-DOX, or Dex-DOX) prodrug linked with an acid-cleavable hydrazone group. The chemical structures of the intermediate polymers and polymeric prodrugs have been fully characterized by 1H NMR, FT-IR, UV-Vis and HPLC analyses, respectively. Both prodrugs could self-assemble into uniform particles in aqueous solution. Subsequently, in vitro synergistic drug release of the two prodrugs was studied by methyl thiazolyl tetrazolium (MTT) assay. The reduction of a disulfide linker generates a thiol intermediate that is followed by intramolecular cyclization and the cleavage of the neighboring carbonate bridge, thus releasing native CPT molecules from the Dex-ss-CPT micelles. Similarly, the pH-sensitive hydrazone bond is broken under intracellular acidic conditions and the DOX parent drug is released from the Dex-hyd-DOX micelles. Finally, in vivo pharmacokinetics and biodistribution were investigated via intravenous administration with various formulations to treat 4T1 tumor-bearing mice. Meanwhile, the antitumor activity was also studied. This work demonstrates an effective anti-cancer prodrug design platform, which is expected to be useful for the treatment of various tumors.",https://www.semanticscholar.org/paper/9384c2cf6e6fe1ec7ac9f8e342157a26d296c579,"This work demonstrates an effective anti-cancer prodrug design platform, which is expected to be useful for the treatment of various tumors.",,,,,,,,,,,,,
Polymeric prodrugs conjugated with reduction-sensitive dextran–camptothecin and pH-responsive dextran–doxorubicin: an effective combinatorial drug delivery platform for cancer therapy,"Dongling Cao, Jinlin He, Jiaying Xu, Mingzu Zhang, Lin Zhao, Guangxin Duan, Youwen Cao, Ruhong Zhou, Peihong Ni",2016.0,60,"{2016: 2, 2017: 11, 2018: 11, 2019: 7, 2020: 4, 2021: 6, 2022: 8, 2023: 8, 2024: 3}","Polymer Chemistry 7 (25), 4198-4212, 2016",Polymer Chemistry,7.0,25,4198-4212,Royal Society of Chemistry,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:dd6N6st0qF0J:scholar.google.com/,9384c2cf6e6fe1ec7ac9f8e342157a26d296c579,69.0,0.0,False,,,2016-06-21,"drugs in combinatory therapy can improve the treatment of cancer due to their efficient reduction of multidrug resistance (MDR) of tumor cells. In this paper, we first synthesized a reduction-sensitive dextran-ss-camptothecin (Dex-ss-CPT, or Dex-CPT) prodrug conjugated by a disulfide bond, and a pH-responsive dextran-hyd-doxorubicin (Dex-hyd-DOX, or Dex-DOX) prodrug linked with an acid-cleavable hydrazone group. The chemical structures of the intermediate polymers and polymeric prodrugs have been fully characterized by 1H NMR, FT-IR, UV-Vis and HPLC analyses, respectively. Both prodrugs could self-assemble into uniform particles in aqueous solution. Subsequently, in vitro synergistic drug release of the two prodrugs was studied by methyl thiazolyl tetrazolium (MTT) assay. The reduction of a disulfide linker generates a thiol intermediate that is followed by intramolecular cyclization and the cleavage of the neighboring carbonate bridge, thus releasing native CPT molecules from the Dex-ss-CPT micelles. Similarly, the pH-sensitive hydrazone bond is broken under intracellular acidic conditions and the DOX parent drug is released from the Dex-hyd-DOX micelles. Finally, in vivo pharmacokinetics and biodistribution were investigated via intravenous administration with various formulations to treat 4T1 tumor-bearing mice. Meanwhile, the antitumor activity was also studied. This work demonstrates an effective anti-cancer prodrug design platform, which is expected to be useful for the treatment of various tumors.",https://www.semanticscholar.org/paper/9384c2cf6e6fe1ec7ac9f8e342157a26d296c579,"This work demonstrates an effective anti-cancer prodrug design platform, which is expected to be useful for the treatment of various tumors.",,,,,,,,,,,,,
Robust Denaturation of Villin Headpiece by MoS2 Nanosheet: Potential Molecular Origin of the Nanotoxicity,"Zonglin Gu, Zaixing Yang, Seung-gu Kang, Jerry R Yang, Judong Luo, Ruhong Zhou",2016.0,36,"{2017: 4, 2018: 5, 2019: 8, 2020: 3, 2021: 6, 2022: 4, 2023: 4, 2024: 2}","Scientific Reports 6 (1), 28252, 2016",Scientific Reports,6.0,1,28252,Nature Publishing Group UK,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:cLtLJNTPiegJ:scholar.google.com/,d500d8870bb533a0045a088b20704a8fa3cddc81,78.0,1.0,True,https://www.nature.com/articles/srep28252.pdf,JournalArticle,2016-06-17,"MoS2 nanosheet, a new two-dimensional transition metal dichalcogenides nanomaterial, has attracted significant attentions lately due to many potential promising biomedical applications. Meanwhile, there is also a growing concern on its biocompatibility, with little known on its interactions with various biomolecules such as proteins. In this study, we use all-atom molecular dynamics simulations to investigate the interaction of a MoS2 nanosheet with Villin Headpiece (HP35), a model protein widely used in protein folding studies. We find that MoS2 exhibits robust denaturing capability to HP35, with its secondary structures severely destroyed within hundreds of nanosecond simulations. Both aromatic and basic residues are critical for the protein anchoring onto MoS2 surface, which then triggers the successive protein unfolding process. The main driving force behind the adsorption process is the dispersion interaction between protein and MoS2 monolayer. Moreover, water molecules at the interface between some key hydrophobic residues (e.g. Trp-64) and MoS2 surface also help to accelerate the process driven by nanoscale drying, which provides a strong hydrophobic force. These findings might have shed new light on the potential nanotoxicity of MoS2 to proteins with atomic details, which should be helpful in guiding future biomedical applications of MoS2 with its nanotoxicity mitigated.",https://www.semanticscholar.org/paper/d500d8870bb533a0045a088b20704a8fa3cddc81,"It is found that MoS2 exhibits robust denaturing capability to HP35, with its secondary structures severely destroyed within hundreds of nanosecond simulations, which might have shed new light on the potential nanotoxicity ofMoS2 to proteins with atomic details.",Z. Gu,"School for Radiological and Interdisciplinary Sciences (RAD-X) and Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions, Soochow University, Suzhou, 215123, China.",R. Zhou,"School for Radiological and Interdisciplinary Sciences (RAD-X) and Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions, Soochow University, Suzhou, 215123, China.",Sci Rep,6.0,17.0,27312409.0,10.1038/srep28252,True,False,set(),
Mechanism of divalent-ion-induced charge inversion of bacterial membranes,"Binquan Luan, Kai Loon Chen, Ruhong Zhou",2016.0,20,"{2017: 1, 2018: 4, 2019: 2, 2020: 3, 2021: 3, 2022: 3, 2023: 3}","The Journal of Physical Chemistry Letters 7 (13), 2434-2438, 2016",The Journal of Physical Chemistry Letters,7.0,13,2434-2438,American Chemical Society,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:FQeu7f4EUKoJ:scholar.google.com/,a94cd5a3b785475f38949183f004161a2dae9e2d,22.0,1.0,False,,JournalArticle,2016-06-16,,https://www.semanticscholar.org/paper/a94cd5a3b785475f38949183f004161a2dae9e2d,"This study examines the divalent-ion-induced CI of a negatively charged bacterium’s cell membrane and reveals its underlying mechanism, using all-atom molecular dynamics simulations and free energy perturbation theory.",B. Luan,"Computational Biological Center, IBM Thomas J. Watson Research , Yorktown Heights, New York 10598, United States.",R. Zhou,"Computational Biological Center, IBM Thomas J. Watson Research , Yorktown Heights, New York 10598, United States.",J Phys Chem Lett,7.0,7.0,27295316.0,10.1021/acs.jpclett.6b01065,True,False,set(),"Binding Sites, Calciumchemistrymetabolism, Cations, Divalentchemistrymetabolism, Cell Membranechemistrymetabolism, Chlorideschemistry, Escherichia colimetabolism, Molecular Dynamics Simulation, Phosphatidylethanolamineschemistry, Phosphatidylglycerolschemistry, Thermodynamics"
Sequential protein unfolding through a carbon nanotube pore,"Zhonghe Xu, Shuang Zhang, Jeffrey K Weber, Binquan Luan, Ruhong Zhou, Jingyuan Li",2016.0,18,"{2016: 1, 2017: 1, 2018: 5, 2019: 3, 2020: 1, 2021: 2, 2022: 0, 2023: 4, 2024: 1}","Nanoscale 8 (24), 12143-12151, 2016",Nanoscale,8.0,24,12143-12151,Royal Society of Chemistry,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:kNuXqALeou0J:scholar.google.com/,f91c5e4bfcaaec87e477d1159ea390219dbf99c2,45.0,0.0,False,,JournalArticle,2016-06-16,"An assortment of biological processes, like protein degradation and the transport of proteins across membranes, depend on protein unfolding events mediated by nanopore interfaces. In this work, we exploit fully atomistic simulations of an artificial, CNT-based nanopore to investigate the nature of ubiquitin unfolding. With one end of the protein subjected to an external force, we observe non-canonical unfolding behaviour as ubiquitin is pulled through the pore opening. Secondary structural elements are sequentially detached from the protein and threaded into the nanotube, interestingly, the remaining part maintains native-like characteristics. The constraints of the nanopore interface thus facilitate the formation of stable ""unfoldon"" motifs above the nanotube aperture that can exist in the absence of specific native contacts with the other secondary structure. Destruction of these unfoldons gives rise to distinct force peaks in our simulations, providing us with a sensitive probe for studying the kinetics of serial unfolding events. Our detailed analysis of nanopore-mediated protein unfolding events not only provides insight into how related processes might proceed in the cell, but also serves to deepen our understanding of structural arrangements which form the basis for protein conformational stability.",https://www.semanticscholar.org/paper/f91c5e4bfcaaec87e477d1159ea390219dbf99c2,"This work exploits fully atomistic simulations of an artificial, CNT-based nanopore to investigate the nature of ubiquitin unfolding, finding stable ""unfoldon"" motifs above the nanotube aperture that can exist in the absence of specific native contacts with the other secondary structure.",Z. Xu,"Key Laboratory for Biomedical Effects of Nanomaterials and Nanosafety, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, China. lijingyuan@ihep.ac.cn.",J. Li,"Key Laboratory for Biomedical Effects of Nanomaterials and Nanosafety, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, China. lijingyuan@ihep.ac.cn.",Nanoscale,6.0,16.0,26899409.0,10.1039/c6nr00410e,True,False,set(),"Models, Molecular, Nanopores, Nanotubes, Carbon, Protein Conformation, Protein Folding, Protein Unfolding, Proteinschemistry"
Potential disruption of protein-protein interactions by graphene oxide,"Mei Feng, Hongsuk Kang, Zaixing Yang, Binquan Luan, Ruhong Zhou",2016.0,30,"{2017: 9, 2018: 3, 2019: 1, 2020: 2, 2021: 4, 2022: 4, 2023: 5, 2024: 2}","The journal of chemical physics 144 (22), 2016",The journal of chemical physics,144.0,22,,AIP Publishing,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:-xQ5uIjkDn0J:scholar.google.com/,096694ad3d37038b628c20cc11e947124065ab89,50.0,0.0,False,,JournalArticle,2016-06-13,"Graphene oxide (GO) is a promising novel nanomaterial with a wide range of potential biomedical applications due to its many intriguing properties. However, very little research has been conducted to study its possible adverse effects on protein-protein interactions (and thus subsequent toxicity to human). Here, the potential cytotoxicity of GO is investigated at molecular level using large-scale, all-atom molecular dynamics simulations to explore the interaction mechanism between a protein dimer and a GO nanosheet oxidized at different levels. Our theoretical results reveal that GO nanosheet could intercalate between the two monomers of HIV-1 integrase dimer, disrupting the protein-protein interactions and eventually lead to dimer disassociation as graphene does [B. Luan et al., ACS Nano 9(1), 663 (2015)], albeit its insertion process is slower when compared with graphene due to the additional steric and attractive interactions. This study helps to better understand the toxicity of GO to cell functions which could shed light on how to improve its biocompatibility and biosafety for its wide potential biomedical applications.",https://www.semanticscholar.org/paper/096694ad3d37038b628c20cc11e947124065ab89,"The theoretical results reveal that GO nanosheet could intercalate between the two monomers of HIV-1 integrase dimer, disrupting the protein-protein interactions and eventually lead to dimer disassociation as graphene does, albeit its insertion process is slower when compared with graphene due to the additional steric and attractive interactions.",M. Feng,"Department of Physics, Institute of Quantitative Biology, Zhejiang University, Hangzhou 310027, China.",R. Zhou,"Department of Physics, Institute of Quantitative Biology, Zhejiang University, Hangzhou 310027, China.",J Chem Phys,6.0,14.0,27306022.0,10.1063/1.4953562,True,False,set(),"Adsorption, Graphitechemistry, HIV Integrasechemistry, Molecular Dynamics Simulation, Nanostructureschemistry, Oxidation-Reduction, Oxideschemistry, Protein Stability, Protein Structure, Quaternary"
"Assessment of gas production from natural gas hydrate using depressurization, thermal stimulation and combined methods","Yongchen Song, Lunxiang Zhang, Qin Lv, Mingjun Yang, Zheng Ling, Jiafei Zhao",2016.0,89,"{2015: 3, 2016: 10, 2017: 4, 2018: 4, 2019: 15, 2020: 13, 2021: 16, 2022: 8, 2023: 10, 2024: 5}","Rsc Advances 6 (53), 47357-47367, 2016",Rsc Advances,6.0,53,47357-47367,Royal Society of Chemistry,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:knuQm7Z0OisJ:scholar.google.com/,8e354004646d5bb492875e89c64d2de4339c2afc,47.0,0.0,False,,,2016-05-13,"st sources of hydrocarbons worldwide are distributed in the permafrost and submarine sediments in the form of methane hydrates, but exploitation of these hydrocarbons is still years away from being economical, safe, and commercially viable; thus, further research is needed. To analyze the characteristics of methane hydrate (MH) dissociation and evaluate the gas production during the application of different MH decomposition methods, this study firstly compared MH dissociation during depressurization, thermal stimulation, and combined method (depressurization + thermal stimulation) treatments using magnetic resonance imaging (MRI) in situ observation. In particular, the influences of back-pressure and temperature on hydrate dissociation, the hydrate saturation, the rate of hydrate dissociation and MRI images from each of the three methods were investigated. The results proved that during application of the depressurization and combined methods at different back-pressures (2.2–2.6 MPa), the MH dissociation proceeded via radial dissociation rather than axial dissociation; moreover, during the application of the thermal stimulation method at different dissociation temperatures (278.15–288.15 K), the MH dissociated uniformly. Overall, a combination of depressurization and thermal stimulation at the initial stage of hydrate decomposition was proposed and comparison of the three methods demonstrated that the combined method had obvious advantages for methane treatment. Specifically, the combined method was capable of solving the problems related to low gas production and poor energy efficiency that were encountered when using either the depressurization or thermal stimulation method alone.",https://www.semanticscholar.org/paper/8e354004646d5bb492875e89c64d2de4339c2afc,,,,,,,,,,,,,,
Exploring biological effects of MoS2 nanosheets on native structures of α-helical peptides,"Zonglin Gu, Weifeng Li, Linbi Hong, Ruhong Zhou",2016.0,44,"{2016: 1, 2017: 8, 2018: 7, 2019: 6, 2020: 8, 2021: 4, 2022: 5, 2023: 1, 2024: 4}","The Journal of Chemical Physics 144 (17), 2016",The Journal of Chemical Physics,144.0,17,,AIP Publishing,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:RoOzB-CgfOYJ:scholar.google.com/,185bc41388074ca3c7ddc7472ef9f2b61345b7ce,65.0,1.0,False,,JournalArticle,2016-05-05,"Recent reports of mono- and few-layer molybdenum disulfide (MoS2), a representative transition metal dichacogenide (TMD), as antibacterial and anticancer agents have shed light on their potential in biomedical applications. To better facilitate these promising applications, one needs to understand the biological effects of these TMDs as well, such as their potential adverse effects on protein structure and function. Here, we sought to understand the interaction of MoS2 nanosheets with peptides using molecular dynamics simulations and a simple model polyalanine with various lengths (PAn, n = 10, 20, 30, and 40; mainly α - helices). Our results demonstrated that MoS2 monolayer has an exceptional capability to bind all peptides in a fast and strong manner. The strong attraction from the MoS2 nanosheet is more than enough to compensate the energy needed to unfold the peptide, regardless of the length, which induces drastic disruptions to the intra-peptide hydrogen bonds and subsequent secondary structures of α - helices. This universal phenomenon may point to the potential nanotoxicity of MoS2 when used in biological systems. Moreover, these results aligned well with previous findings on the potential cytotoxicity of TMD nanomaterials.",https://www.semanticscholar.org/paper/185bc41388074ca3c7ddc7472ef9f2b61345b7ce,"The strong attraction from the MoS2 nanosheet is more than enough to compensate the energy needed to unfold the peptide, regardless of the length, which induces drastic disruptions to the intra-peptide hydrogen bonds and subsequent secondary structures of α - helices.",Z. Gu,"School for Radiological and Interdisciplinary Sciences (RAD-X) and Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions, Soochow University, Suzhou 215123, China.",R. Zhou,"School for Radiological and Interdisciplinary Sciences (RAD-X) and Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions, Soochow University, Suzhou 215123, China.",J Chem Phys,5.0,7.0,27155655.0,10.1063/1.4948459,True,False,set(),"Disulfideschemistry, Hydrogen Bonding, Molecular Dynamics Simulation, Molybdenumchemistry, Nanostructureschemistry, Peptideschemistry, Protein Folding, Protein Structure, Secondary"
Self-assembled core–satellite gold nanoparticle networks for ultrasensitive detection of chiral molecules by recognition tunneling current,"Yuanchao Zhang, Jingquan Liu, Da Li, Xing Dai, Fuhua Yan, Xavier A Conlan, Ruhong Zhou, Colin J Barrow, Jin He, Xin Wang, Wenrong Yang",2016.0,51,"{2017: 4, 2018: 8, 2019: 6, 2020: 10, 2021: 10, 2022: 7, 2023: 2, 2024: 4}","ACS nano 10 (5), 5096-5103, 2016",ACS nano,10.0,5,5096-5103,American Chemical Society,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:cno_szm9CKEJ:scholar.google.com/,3408c001ec21aeadb6f5665dda5c697e604acfa5,35.0,0.0,False,,JournalArticle,2016-04-29,"Chirality sensing is a very challenging task. Here, we report a method for ultrasensitive detection of chiral molecule l/d-carnitine based on changes in the recognition tunneling current across self-assembled core-satellite gold nanoparticle (GNP) networks. The recognition tunneling technique has been demonstrated to work at the single molecule level where the binding between the reader molecules and the analytes in a nanojunction. This process was observed to generate a unique and sensitive change in tunneling current, which can be used to identify the analytes of interest. The molecular recognition mechanism between amino acid l-cysteine and l/d-carnitine has been studied with the aid of SERS. The different binding strength between homo- or heterochiral pairs can be effectively probed by the copper ion replacement fracture. The device resistance was measured before and after the sequential exposures to l/d-carnitine and copper ions. The normalized resistance change was found to be extremely sensitive to the chirality of carnitine molecule. The results suggested that a GNP networks device optimized for recognition tunneling was successfully built and that such a device can be used for ultrasensitive detection of chiral molecules.",https://www.semanticscholar.org/paper/3408c001ec21aeadb6f5665dda5c697e604acfa5,The results suggested that a GNP networks device optimized for recognition tunneling was successfully built and that such a device can be used for ultrasensitive detection of chiral molecules.,Y. Zhang,"College of Chemistry and Chemical Engineering, Ocean University of China , Qingdao 266100, China.",W. Yang,"School of Life and Environmental Science, Centre for Chemistry and Biotechnology, Deakin University , Geelong, Victoria 3216, Australia.",ACS Nano,5.0,24.0,27104661.0,10.1021/acsnano.6b00216,True,False,set(),
Folding and stabilization of native-sequence-reversed proteins,"Yuanzhao Zhang, Jeffrey K Weber, Ruhong Zhou",2016.0,7,"{2018: 1, 2019: 0, 2020: 1, 2021: 1, 2022: 1, 2023: 3}","Scientific Reports 6 (1), 25138, 2016",Scientific Reports,6.0,1,25138,Nature Publishing Group UK,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:i2MGBEvzyg8J:scholar.google.com/,57f15f45dd7d4c010a33565dbb1e5ab5b5b2b2f8,47.0,0.0,True,https://www.nature.com/articles/srep25138.pdf,JournalArticle,2016-04-26,"Though the problem of sequence-reversed protein folding is largely unexplored, one might speculate that reversed native protein sequences should be significantly more foldable than purely random heteropolymer sequences. In this article, we investigate how the reverse-sequences of native proteins might fold by examining a series of small proteins of increasing structural complexity (α-helix, β-hairpin, α-helix bundle, and α/β-protein). Employing a tandem protein structure prediction algorithmic and molecular dynamics simulation approach, we find that the ability of reverse sequences to adopt native-like folds is strongly influenced by protein size and the flexibility of the native hydrophobic core. For β-hairpins with reverse-sequences that fail to fold, we employ a simple mutational strategy for guiding stable hairpin formation that involves the insertion of amino acids into the β-turn region. This systematic look at reverse sequence duality sheds new light on the problem of protein sequence-structure mapping and may serve to inspire new protein design and protein structure prediction protocols.",https://www.semanticscholar.org/paper/57f15f45dd7d4c010a33565dbb1e5ab5b5b2b2f8,This article investigates how the reverse-sequences of native proteins might fold by examining a series of small proteins of increasing structural complexity by employing a tandem protein structure prediction algorithmic and molecular dynamics simulation approach.,Y. Zhang,"Institute of Quantitative Biology, Department of Physics, Zhejiang University, Hangzhou 310027, China.",R. Zhou,"Institute of Quantitative Biology, Department of Physics, Zhejiang University, Hangzhou 310027, China.",Sci Rep,4.0,26.0,27113844.0,10.1038/srep25138,True,False,set(),"Molecular Dynamics Simulation, Protein Conformation, Protein Folding, Protein Stability, Proteinschemistrymetabolism"
Wettability and friction of water on a MoS2 nanosheet,"Binquan Luan, Ruhong Zhou",2016.0,129,"{2016: 5, 2017: 13, 2018: 30, 2019: 9, 2020: 16, 2021: 19, 2022: 15, 2023: 12, 2024: 8}","Applied Physics Letters 108 (13), 2016",Applied Physics Letters,108.0,13,,AIP Publishing,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:rQ5K3TKq1fkJ:scholar.google.com/,484027e9cff6c741b20844ec9ca9b3857cce3693,36.0,2.0,False,,,2016-03-28,"denum disulfide (MoS2) nanosheet is a promising two-dimensional (2D) material and has recently been used in biological sensing. While the electronic structure of 2D MoS2 sheet has been actively studied, the role of its atomic structure and thus the interfacial interactions with bio-fluids are still elusive. Using Molecular dynamics simulations, we developed MoS2 force field parameters to reproduce the experimentally determined water contact angle of the MoS2 nanosheet and then predicted the slip-length of water that has not been measured in experiment yet. Simulation results suggest that the MoS2 nanosheet is a hydrophobic and low-friction surface, despite its seemingly significant charges of surface atoms and relatively strong strength of van der Waals potentials. We expect that the developed force fields for depicting surface atoms of MoS2 will facilitate future research in understanding biomolecule-MoS2 interactions in MoS2-based biosensors.",https://www.semanticscholar.org/paper/484027e9cff6c741b20844ec9ca9b3857cce3693,,,,,,,,,,,,,,
